Entity_index,Entity,matched ontology,jaccard similarity score,ontology type
doc15.txt_sentence_16_noun_5,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc15.txt_sentence_16_noun_2,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc15.txt_sentence_7_noun_3,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc14.txt_sentence_44_noun_12,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc14.txt_sentence_32_noun_2,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc14.txt_sentence_16_noun_5,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc14.txt_sentence_16_noun_2,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc14.txt_sentence_7_noun_3,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc11.txt_sentence_24_noun_8,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc11.txt_sentence_18_noun_12,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc11.txt_sentence_8_noun_13,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc1.txt_sentence_31_noun_1,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_18_noun_5,death,death,1.0,http://purl.bioontology.org/ontology/STY/T046|http://purl.bioontology.org/ontology/STY/T040|http://purl.bioontology.org/ontology/STY/T060|http://purl.bioontology.org/ontology/STY/T041
doc16.txt_sentence_17_noun_15,ephedrine,ephedrine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc19.txt_sentence_12_noun_15,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc18.txt_sentence_22_noun_8,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc18.txt_sentence_11_noun_13,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc17.txt_sentence_14_noun_5,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc16.txt_sentence_29_noun_5,firearms,firearms,1.0,http://purl.bioontology.org/ontology/STY/T073
doc16.txt_sentence_17_noun_11,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc16.txt_sentence_9_noun_16,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_44_noun_4,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_44_noun_2,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_30_noun_16,cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc13.txt_sentence_13_noun_12,California,california,1.0,http://purl.bioontology.org/ontology/STY/T083
doc15.txt_sentence_28_noun_3,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_16_noun_1,controlled substances,controlled substances,1.0,http://purl.bioontology.org/ontology/STY/T121
doc17.txt_sentence_12_noun_19,Awareness,awareness,1.0,http://purl.bioontology.org/ontology/STY/T041
doc15.txt_sentence_56_noun_2,Arizona,arizona,1.0,http://purl.bioontology.org/ontology/STY/T083
doc15.txt_sentence_12_noun_7,Arizona,arizona,1.0,http://purl.bioontology.org/ontology/STY/T083
doc14.txt_sentence_56_noun_2,Arizona,arizona,1.0,http://purl.bioontology.org/ontology/STY/T083
doc14.txt_sentence_12_noun_7,Arizona,arizona,1.0,http://purl.bioontology.org/ontology/STY/T083
doc13.txt_sentence_13_noun_10,Arizona,arizona,1.0,http://purl.bioontology.org/ontology/STY/T083
doc11.txt_sentence_20_noun_19,alprazolam,alprazolam,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_31_noun_22,alprazolam,alprazolam,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_29_noun_2,anxiety,anxiety,1.0,http://purl.bioontology.org/ontology/STY/T184|http://purl.bioontology.org/ontology/STY/T048
doc1.txt_sentence_26_noun_4,anxiety,anxiety,1.0,http://purl.bioontology.org/ontology/STY/T184|http://purl.bioontology.org/ontology/STY/T048
doc1.txt_sentence_20_noun_10,advertising,advertising,1.0,http://purl.bioontology.org/ontology/STY/T057
doc11.txt_sentence_18_noun_6,Baltimore,baltimore,1.0,http://purl.bioontology.org/ontology/STY/T083
doc11.txt_sentence_14_noun_4,Baltimore,baltimore,1.0,http://purl.bioontology.org/ontology/STY/T083
doc11.txt_sentence_8_noun_21,Baltimore,baltimore,1.0,http://purl.bioontology.org/ontology/STY/T083
doc11.txt_sentence_8_noun_0,BALTIMORE,baltimore,1.0,http://purl.bioontology.org/ontology/STY/T083
doc19.txt_sentence_52_noun_22,Congress,congress,1.0,http://purl.bioontology.org/ontology/STY/T170
doc19.txt_sentence_44_noun_15,controlled substances,controlled substances,1.0,http://purl.bioontology.org/ontology/STY/T121
doc19.txt_sentence_16_noun_4,controlled substances,controlled substances,1.0,http://purl.bioontology.org/ontology/STY/T121
doc18.txt_sentence_27_noun_14,cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc18.txt_sentence_26_noun_0,Cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc18.txt_sentence_15_noun_14,cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc17.txt_sentence_10_noun_25,crime,crime,1.0,http://purl.bioontology.org/ontology/STY/T068|http://purl.bioontology.org/ontology/STY/T054
doc16.txt_sentence_17_noun_19,cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc16.txt_sentence_7_noun_1,Colorado,colorado,1.0,http://purl.bioontology.org/ontology/STY/T083
doc15.txt_sentence_24_noun_7,cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_20_noun_15,cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_16_noun_1,controlled substances,controlled substances,1.0,http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_24_noun_7,cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_20_noun_15,cocaine,cocaine,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_28_noun_12,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_26_noun_5,depression,depression,1.0,http://purl.bioontology.org/ontology/STY/T184|http://purl.bioontology.org/ontology/STY/T048
doc15.txt_sentence_24_noun_15,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_24_noun_1,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_24_noun_7,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_20_noun_18,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_18_noun_15,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_18_noun_11,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_16_noun_7,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_14_noun_38,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_14_noun_17,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_20_noun_14,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_12_noun_12,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_12_noun_4,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_12_noun_0,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_8_noun_12,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_8_noun_10,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_8_noun_6,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_22_noun_3,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_8_noun_1,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_20_noun_2,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_16_noun_6,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_14_noun_14,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_14_noun_10,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_11_noun_2,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_10_noun_2,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_41_noun_13,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_41_noun_1,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_39_noun_3,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_37_noun_11,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_35_noun_28,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_35_noun_0,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_31_noun_23,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_31_noun_2,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_24_noun_34,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_14_noun_10,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_8_noun_5,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_30_noun_23,Flowers,flowers,1.0,http://purl.bioontology.org/ontology/STY/T002
doc14.txt_sentence_28_noun_12,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_28_noun_3,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_24_noun_15,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_20_noun_14,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_16_noun_4,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_8_noun_5,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc13.txt_sentence_13_noun_28,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc13.txt_sentence_13_noun_5,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc13.txt_sentence_7_noun_5,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_44_noun_4,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_42_noun_1,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_38_noun_4,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_38_noun_0,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_30_noun_28,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_44_noun_2,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_30_noun_19,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_30_noun_7,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_22_noun_4,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_18_noun_5,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_9_noun_1,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_14_noun_8,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_13_noun_1,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_12_noun_1,Fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_16_noun_4,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc12.txt_sentence_30_noun_13,fentanyl,fentanyl,1.0,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc10.txt_sentence_13_noun_0,fentanyl pills,fentanyl pill,0.8,http://purl.bioontology.org/ontology/STY/T200
doc10.txt_sentence_12_noun_0,fentanyl pills,fentanyl pill,0.8,http://purl.bioontology.org/ontology/STY/T200
doc19.txt_sentence_44_noun_2,oxycodone pills,oxycodone pill,0.6,http://purl.bioontology.org/ontology/STY/T200
doc19.txt_sentence_48_noun_3,oxycodone pills,oxycodone pill,0.6,http://purl.bioontology.org/ontology/STY/T200
doc19.txt_sentence_36_noun_5,oxycodone pills,oxycodone pill,0.6,http://purl.bioontology.org/ontology/STY/T200
doc1.txt_sentence_31_noun_3,combination,cam combination,0.4,http://purl.bioontology.org/ontology/STY/T061
doc17.txt_sentence_8_noun_7,America,americas,0.2,http://purl.bioontology.org/ontology/STY/T083
doc1.txt_sentence_35_noun_2,times,time,0.2,http://purl.bioontology.org/ontology/STY/T067|http://purl.bioontology.org/ontology/STY/T079
doc1.txt_sentence_35_noun_4,times,time,0.2,http://purl.bioontology.org/ontology/STY/T067|http://purl.bioontology.org/ontology/STY/T079
doc14.txt_sentence_40_noun_10,America,americas,0.2,http://purl.bioontology.org/ontology/STY/T083
doc15.txt_sentence_56_noun_7,firearm,firearms,0.2,http://purl.bioontology.org/ontology/STY/T073
doc15.txt_sentence_20_noun_16,alcohol,alcohols,0.2,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc15.txt_sentence_40_noun_10,America,americas,0.2,http://purl.bioontology.org/ontology/STY/T083
doc11.txt_sentence_12_noun_1,times,time,0.2,http://purl.bioontology.org/ontology/STY/T067|http://purl.bioontology.org/ontology/STY/T079
doc16.txt_sentence_29_noun_0,arrests,arrestin,0.2,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T129
doc14.txt_sentence_20_noun_16,alcohol,alcohols,0.2,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc14.txt_sentence_56_noun_7,firearm,firearms,0.2,http://purl.bioontology.org/ontology/STY/T073
doc1.txt_sentence_26_noun_7,substance,substance p,0.2,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T116
doc14.txt_sentence_24_noun_17,times,time,0.2,http://purl.bioontology.org/ontology/STY/T067|http://purl.bioontology.org/ontology/STY/T079
doc15.txt_sentence_24_noun_17,times,time,0.2,http://purl.bioontology.org/ontology/STY/T067|http://purl.bioontology.org/ontology/STY/T079
doc1.txt_sentence_37_noun_18,arrests,arrestin,0.2,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T129
doc1.txt_sentence_24_noun_6,substance,substance p,0.2,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T116
doc1.txt_sentence_24_noun_6,substance,substance 86,0.2,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_24_noun_6,substance,substance s,0.2,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc11.txt_sentence_18_noun_7,crimes,crime,0.2,http://purl.bioontology.org/ontology/STY/T068|http://purl.bioontology.org/ontology/STY/T054
doc1.txt_sentence_26_noun_7,substance,substance 86,0.2,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc1.txt_sentence_26_noun_7,substance,substance s,0.2,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc19.txt_sentence_8_noun_35,substances,substance p,0.2,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T116
doc19.txt_sentence_8_noun_35,substances,substance 86,0.2,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
doc19.txt_sentence_8_noun_35,substances,substance,0.2,
doc13.txt_sentence_13_noun_12,California,californium,0.2,http://purl.bioontology.org/ontology/STY/T196|http://purl.bioontology.org/ontology/STY/T121
doc13.txt_sentence_13_noun_12,California,californine,0.2,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T109
doc19.txt_sentence_12_noun_3,America,americas,0.2,http://purl.bioontology.org/ontology/STY/T083
